Sale-Key,City-Key,Customer Key,Bill To Customer Key,Stock Item Key,Invoice Date Key,Delivery Date Key,Salesperson Key,WWI Invoice ID,Description,Package,Quantity,Unit Price,Tax Rate,Total Excluding Tax,Tax Amount,Profit,Total Including Tax,Total Dry Items,Total Chiller Items,Lineage Key
208460,113033,0,0,37,2/23/2016,2/24/2016,163,64355,Shipping carton (Brown) 480x270x320mm,Each,100,2.74,15,274,41.1,154,315.1,100,0,11
212441,66176,0,0,48,3/15/2016,3/16/2016,163,65613,32 mm Anti static bubble wrap (Blue) 20m,Each,50,48,15,2400,360,1250,2760,50,0,11
213636,109634,0,0,57,3/22/2016,3/23/2016,163,65989,32 mm Double sided bubble wrap 20m,Each,40,37,15,1480,222,920,1702,40,0,11
214123,108294,0,0,104,3/23/2016,3/24/2016,163,66131,Superhero action jacket (Blue) 4XL,Each,5,34,15,170,25.5,50,195.5,5,0,11
214125,108294,0,0,66,3/23/2016,3/24/2016,163,66131,Medium sized bubblewrap roll 20m,Each,90,20,15,1800,270,900,2070,90,0,11
214126,108294,0,0,109,3/23/2016,3/24/2016,163,66131,Superhero action jacket (Blue) M,Each,2,30,15,60,9,16,69,2,0,11
213982,107623,0,0,40,3/23/2016,3/24/2016,163,66090,Shipping carton (Brown) 279x254x217mm,Each,225,1.11,15,249.75,37.46,114.75,287.21,225,0,11
213983,107623,0,0,55,3/23/2016,3/24/2016,163,66090,10 mm Anti static bubble wrap (Blue) 10m,Each,80,26,15,2080,312,720,2392,80,0,11
213985,107623,0,0,35,3/23/2016,3/24/2016,163,66090,Shipping carton (Brown) 356x356x279mm,Each,250,2.04,15,510,76.5,247.5,586.5,250,0,11
214427,111992,0,0,60,3/24/2016,3/25/2016,163,66221,20 mm Double sided bubble wrap 20m,Each,30,33,15,990,148.5,540,1138.5,30,0,11
214694,107558,0,0,149,3/25/2016,3/26/2016,163,66302,Ride on toy sedan car (Yellow) 1/12 scale,Each,7,230,15,1610,241.5,595,1851.5,7,0,11
214695,107558,0,0,40,3/25/2016,3/26/2016,163,66302,Shipping carton (Brown) 279x254x217mm,Each,50,1.11,15,55.5,8.33,25.5,63.83,50,0,11
214696,107558,0,0,65,3/25/2016,3/26/2016,163,66302,Large sized bubblewrap roll 50m,Each,60,24,15,1440,216,660,1656,60,0,11
217571,107607,0,0,147,4/9/2016,4/10/2016,163,67201,Ride on vintage American toy coupe (Red) 1/12 scale,Each,4,285,15,1140,171,520,1311,4,0,11
217765,108770,0,0,12,4/11/2016,4/12/2016,163,67266,Permanent marker red 5mm nib (Red) 5mm,Each,24,2.7,15,64.8,9.72,24,74.52,24,0,11
218313,107623,0,0,118,4/14/2016,4/15/2016,163,67443,Alien officer hoodie (Black) XL,Each,4,35,15,140,21,72,161,4,0,11
220093,108881,0,0,50,4/21/2016,4/22/2016,163,68000,20 mm Anti static bubble wrap (Blue) 50m,Each,70,102,15,7140,1071,3290,8211,70,0,11
220094,108881,0,0,37,4/21/2016,4/22/2016,163,68000,Shipping carton (Brown) 480x270x320mm,Each,175,2.74,15,479.5,71.93,269.5,551.43,175,0,11
221312,108137,0,0,117,4/28/2016,4/29/2016,163,68385,Alien officer hoodie (Black) XXL,Each,9,35,15,315,47.25,162,362.25,9,0,11
222038,107623,0,0,107,5/2/2016,5/3/2016,163,68606,Superhero action jacket (Blue) XL,Each,3,30,15,90,13.5,24,103.5,3,0,11
224469,112229,0,0,18,5/13/2016,5/14/2016,163,69354,Red and white urgent  heavy despatch tape  48mmx100m,Each,168,4.1,15,688.8,103.32,344.4,792.12,168,0,11
224992,108881,0,0,32,5/16/2016,5/17/2016,163,69507,3 kg Courier post bag (White) 300x190x95mm,Each,125,0.66,15,82.5,12.38,37.5,94.88,125,0,11
224993,108881,0,0,29,5/16/2016,5/17/2016,163,69507,Black and orange fragile despatch tape 48mmx75m,Each,144,3.7,15,532.8,79.92,273.6,612.72,144,0,11
225469,112330,0,0,55,5/18/2016,5/19/2016,163,69650,10 mm Anti static bubble wrap (Blue) 10m,Each,70,26,15,1820,273,630,2093,70,0,11
225471,112330,0,0,217,5/18/2016,5/19/2016,163,69650,Office cube periscope (Black),Each,20,18.5,15,370,55.5,145,425.5,20,0,11
225472,112330,0,0,14,5/18/2016,5/19/2016,163,69650,Permanent marker black 5mm nib (Black) 5mm,Each,84,2.7,15,226.8,34.02,84,260.82,84,0,11
225782,112330,0,0,39,5/19/2016,5/20/2016,163,69745,Shipping carton (Brown) 356x229x229mm,Each,175,1.14,15,199.5,29.93,101.5,229.43,175,0,11
225783,112330,0,0,24,5/19/2016,5/20/2016,163,69745,Black and orange handle with care despatch tape  48mmx100m,Each,96,4.1,15,393.6,59.04,201.6,452.64,96,0,11
225982,111992,0,0,31,5/19/2016,5/20/2016,163,69799,Clear packaging tape 48mmx75m,Each,182,2.9,15,527.8,79.17,218.4,606.97,182,0,11
227006,112063,0,0,42,5/26/2016,5/27/2016,163,70124,Shipping carton (Brown) 500x310x310mm,Each,25,2.55,15,63.75,9.56,36.25,73.31,25,0,11
227007,112063,0,0,116,5/26/2016,5/27/2016,163,70124,Alien officer hoodie (Black) 3XL,Each,9,35,15,315,47.25,162,362.25,9,0,11
227008,112063,0,0,18,5/26/2016,5/27/2016,163,70124,Red and white urgent  heavy despatch tape  48mmx100m,Each,120,4.1,15,492,73.8,246,565.8,120,0,11
228111,107607,0,0,31,5/31/2016,NULL,163,70464,Clear packaging tape 48mmx75m,Each,208,2.9,15,603.2,90.48,249.6,693.68,208,0,11
228113,107607,0,0,44,5/31/2016,NULL,163,70464,Bubblewrap dispenser (Red) 1.5m,Each,7,240,15,1680,252,910,1932,7,0,11
228115,107607,0,0,22,5/31/2016,NULL,163,70464,Black and orange this way up despatch tape  48mmx100m,Each,120,4.1,15,492,73.8,258,565.8,120,0,11
199627,108137,0,0,217,1/5/2016,1/6/2016,19,61575,Office cube periscope (Black),Each,20,18.5,15,370,55.5,145,425.5,20,0,11
199628,108137,0,0,57,1/5/2016,1/6/2016,19,61575,32 mm Double sided bubble wrap 20m,Each,40,37,15,1480,222,920,1702,40,0,11
203093,109634,0,0,34,1/21/2016,1/22/2016,19,62651,Shipping carton (Brown) 457x457x457mm,Each,100,2.1,15,210,31.5,100,241.5,100,0,11
203654,109634,0,0,28,1/25/2016,1/26/2016,19,62832,Black and orange fragile despatch tape 48mmx100m,Each,360,4.1,15,1476,221.4,648,1697.4,360,0,11
206782,115533,0,0,23,2/12/2016,2/13/2016,19,63826,Black and orange this way up despatch tape 48mmx75m,Each,24,3.7,15,88.8,13.32,48,102.12,24,0,11
208226,107623,0,0,64,2/22/2016,2/23/2016,19,64284,10 mm Double sided bubble wrap 10m,Each,50,15,15,750,112.5,375,862.5,50,0,11
210541,108294,0,0,31,3/2/2016,3/3/2016,19,65016,Clear packaging tape 48mmx75m,Each,78,2.9,15,226.2,33.93,93.6,260.13,78,0,11
212273,112229,0,0,26,3/14/2016,3/15/2016,19,65561,Black and orange glass with care despatch tape  48mmx100m,Each,24,4.1,15,98.4,14.76,50.4,113.16,24,0,11
212291,72610,0,0,34,3/14/2016,3/15/2016,19,65566,Shipping carton (Brown) 457x457x457mm,Each,75,2.1,15,157.5,23.63,75,181.13,75,0,11
213253,112167,0,0,116,3/21/2016,3/22/2016,19,65872,Alien officer hoodie (Black) 3XL,Each,4,35,15,140,21,72,161,4,0,11
214288,107623,0,0,25,3/23/2016,3/24/2016,19,66177,Black and orange handle with care despatch tape  48mmx75m,Each,48,3.7,15,177.6,26.64,115.2,204.24,48,0,11
217675,113033,0,0,67,4/11/2016,4/12/2016,19,67237,Small sized bubblewrap roll 10m,Each,80,4.5,15,360,54,184,414,80,0,11
218087,72610,0,0,31,4/13/2016,4/14/2016,19,67371,Clear packaging tape 48mmx75m,Each,104,2.9,15,301.6,45.24,124.8,346.84,104,0,11
218088,72610,0,0,106,4/13/2016,4/14/2016,19,67371,Superhero action jacket (Blue) XXL,Each,4,30,15,120,18,32,138,4,0,11
219776,107623,0,0,21,4/20/2016,4/21/2016,19,67900,Black and yellow heavy despatch tape  48mmx75m,Each,168,3.7,15,621.6,93.24,369.6,714.84,168,0,11
221741,107623,0,0,30,4/29/2016,4/30/2016,19,68515,Clear packaging tape 48mmx100m,Each,40,3.5,15,140,21,68,161,40,0,11
221742,107623,0,0,57,4/29/2016,4/30/2016,19,68515,32 mm Double sided bubble wrap 20m,Each,90,37,15,3330,499.5,2070,3829.5,90,0,11
222892,108770,0,0,149,5/5/2016,5/6/2016,19,68860,Ride on toy sedan car (Yellow) 1/12 scale,Each,7,230,15,1610,241.5,595,1851.5,7,0,11
222893,108770,0,0,25,5/5/2016,5/6/2016,19,68860,Black and orange handle with care despatch tape  48mmx75m,Each,96,3.7,15,355.2,53.28,230.4,408.48,96,0,11
224003,72894,0,0,22,5/11/2016,5/12/2016,19,69205,Black and orange this way up despatch tape  48mmx100m,Each,120,4.1,15,492,73.8,258,565.8,120,0,11
224006,72894,0,0,8,5/11/2016,5/12/2016,19,69205,Large  replacement blades 18mm,Each,90,4.3,15,387,58.05,202.5,445.05,90,0,11
223967,107607,0,0,155,5/11/2016,5/12/2016,19,69194,RC vintage American toy coupe with remote control (Black) 1/50 scale,Each,5,30,15,150,22.5,75,172.5,5,0,11
225578,108294,0,0,11,5/18/2016,5/19/2016,19,69682,Packing knife with metal insert blade (Yellow) 9mm,Each,10,1.89,15,18.9,2.84,9.9,21.74,10,0,11
225579,108294,0,0,146,5/18/2016,5/19/2016,19,69682,Ride on vintage American toy coupe (Black) 1/12 scale,Each,6,285,15,1710,256.5,780,1966.5,6,0,11
226822,115533,0,0,29,5/25/2016,5/26/2016,19,70066,Black and orange fragile despatch tape 48mmx75m,Each,180,3.7,15,666,99.9,342,765.9,180,0,11
199016,113033,0,0,59,1/2/2016,1/3/2016,161,61388,20 mm Double sided bubble wrap 50m,Each,90,108,15,9720,1458,8280,11178,90,0,11
199339,115533,0,0,103,1/4/2016,1/5/2016,161,61485,Superhero action jacket (Blue) 5XL,Each,7,34,15,238,35.7,70,273.7,7,0,11
199340,115533,0,0,7,1/4/2016,1/5/2016,161,61485,Air cushion film 200mmx100mm 325m,Each,1,87,15,87,13.05,52,100.05,1,0,11
199341,115533,0,0,59,1/4/2016,1/5/2016,161,61485,20 mm Double sided bubble wrap 50m,Each,100,108,15,10800,1620,9200,12420,100,0,11
199690,66176,0,0,22,1/5/2016,1/6/2016,161,61594,Black and orange this way up despatch tape  48mmx100m,Each,168,4.1,15,688.8,103.32,361.2,792.12,168,0,11
199691,66176,0,0,19,1/5/2016,1/6/2016,161,61594,Red and white urgent despatch tape 48mmx75m,Each,48,3.7,15,177.6,26.64,100.8,204.24,48,0,11
199692,66176,0,0,57,1/5/2016,1/6/2016,161,61594,32 mm Double sided bubble wrap 20m,Each,30,37,15,1110,166.5,690,1276.5,30,0,11
199618,109634,0,0,52,1/5/2016,1/6/2016,161,61572,20 mm Anti static bubble wrap (Blue) 10m,Each,100,29,15,2900,435,1700,3335,100,0,11
199620,109634,0,0,37,1/5/2016,1/6/2016,161,61572,Shipping carton (Brown) 480x270x320mm,Each,225,2.74,15,616.5,92.48,346.5,708.98,225,0,11
202725,107607,0,0,8,1/20/2016,1/21/2016,161,62539,Large  replacement blades 18mm,Each,80,4.3,15,344,51.6,180,395.6,80,0,11
202726,107607,0,0,109,1/20/2016,1/21/2016,161,62539,Superhero action jacket (Blue) M,Each,1,30,15,30,4.5,8,34.5,1,0,11
204303,72709,0,0,1,1/28/2016,1/29/2016,161,63037,Void fill 400 L bag (White) 400L,Each,10,50,15,500,75,240,575,10,0,11
205100,112167,0,0,65,2/3/2016,2/4/2016,161,63285,Large sized bubblewrap roll 50m,Each,20,24,15,480,72,220,552,20,0,11
205101,112167,0,0,4,2/3/2016,2/4/2016,161,63285,Void fill 100 L bag (White) 100L,Each,50,12.5,15,625,93.75,325,718.75,50,0,11
206004,108881,0,0,21,2/8/2016,2/9/2016,161,63577,Black and yellow heavy despatch tape  48mmx75m,Each,144,3.7,15,532.8,79.92,316.8,612.72,144,0,11
206005,108881,0,0,36,2/8/2016,2/9/2016,161,63577,Shipping carton (Brown) 305x305x305mm,Each,25,3.5,15,87.5,13.13,40,100.63,25,0,11
206006,108881,0,0,104,2/8/2016,2/9/2016,161,63577,Superhero action jacket (Blue) 4XL,Each,9,34,15,306,45.9,90,351.9,9,0,11
210437,111993,0,0,53,3/2/2016,3/3/2016,161,64984,10 mm Anti static bubble wrap (Blue) 50m,Each,80,99,15,7920,1188,4320,9108,80,0,11
210440,111993,0,0,103,3/2/2016,3/3/2016,161,64984,Superhero action jacket (Blue) 5XL,Each,10,34,15,340,51,100,391,10,0,11
211198,112063,0,0,42,3/7/2016,3/8/2016,161,65223,Shipping carton (Brown) 500x310x310mm,Each,250,2.55,15,637.5,95.63,362.5,733.13,250,0,11
211199,112063,0,0,41,3/7/2016,3/8/2016,161,65223,Shipping carton (Brown) 229x229x229mm,Each,175,1.05,15,183.75,27.56,87.5,211.31,175,0,11
211200,112063,0,0,48,3/7/2016,3/8/2016,161,65223,32 mm Anti static bubble wrap (Blue) 20m,Each,20,48,15,960,144,500,1104,20,0,11
211581,111993,0,0,48,3/9/2016,3/10/2016,161,65347,32 mm Anti static bubble wrap (Blue) 20m,Each,40,48,15,1920,288,1000,2208,40,0,11
212428,107558,0,0,32,3/15/2016,3/16/2016,161,65609,3 kg Courier post bag (White) 300x190x95mm,Each,75,0.66,15,49.5,7.43,22.5,56.93,75,0,11
212429,107558,0,0,33,3/15/2016,3/16/2016,161,65609,Express post box 5kg (White) 350x280x130mm,Each,125,0.95,15,118.75,17.81,62.5,136.56,125,0,11
214882,107721,0,0,67,3/28/2016,3/29/2016,161,66364,Small sized bubblewrap roll 10m,Each,40,4.5,15,180,27,92,207,40,0,11
214883,107721,0,0,114,3/28/2016,3/29/2016,161,66364,Alien officer hoodie (Black) 5XL,Each,3,35,15,105,15.75,54,120.75,3,0,11
218963,109634,0,0,118,4/16/2016,4/17/2016,161,67643,Alien officer hoodie (Black) XL,Each,10,35,15,350,52.5,180,402.5,10,0,11
222527,72894,0,0,4,5/4/2016,5/5/2016,161,68750,Void fill 100 L bag (White) 100L,Each,10,12.5,15,125,18.75,65,143.75,10,0,11
222529,72894,0,0,47,5/4/2016,5/5/2016,161,68750,32 mm Anti static bubble wrap (Blue) 50m,Each,50,105,15,5250,787.5,2900,6037.5,50,0,11
222696,108881,0,0,147,5/4/2016,5/5/2016,161,68801,Ride on vintage American toy coupe (Red) 1/12 scale,Each,4,285,15,1140,171,520,1311,4,0,11
222697,108881,0,0,151,5/4/2016,5/5/2016,161,68801,Ride on toy sedan car (Blue) 1/12 scale,Each,1,230,15,230,34.5,85,264.5,1,0,11
222698,108881,0,0,10,5/4/2016,5/5/2016,161,68801,Packing knife with metal insert blade (Yellow) 18mm,Each,50,2.4,15,120,18,60,138,50,0,11
222703,72894,0,0,27,5/5/2016,5/6/2016,161,68806,Black and orange glass with care despatch tape 48mmx75m,Each,48,3.7,15,177.6,26.64,100.8,204.24,48,0,11
222969,108881,0,0,108,5/5/2016,5/6/2016,161,68882,Superhero action jacket (Blue) L,Each,1,30,15,30,4.5,8,34.5,1,0,11
223514,112381,0,0,59,5/9/2016,5/10/2016,161,69055,20 mm Double sided bubble wrap 50m,Each,70,108,15,7560,1134,6440,8694,70,0,11
223516,112381,0,0,151,5/9/2016,5/10/2016,161,69055,Ride on toy sedan car (Blue) 1/12 scale,Each,7,230,15,1610,241.5,595,1851.5,7,0,11
223925,107721,0,0,66,5/11/2016,5/12/2016,161,69182,Medium sized bubblewrap roll 20m,Each,40,20,15,800,120,400,920,40,0,11
224399,72125,0,0,35,5/12/2016,5/13/2016,161,69330,Shipping carton (Brown) 356x356x279mm,Each,50,2.04,15,102,15.3,49.5,117.3,50,0,11
226257,112394,0,0,116,5/20/2016,5/21/2016,161,69882,Alien officer hoodie (Black) 3XL,Each,1,35,15,35,5.25,18,40.25,1,0,11
226258,112394,0,0,1,5/20/2016,5/21/2016,161,69882,Void fill 400 L bag (White) 400L,Each,10,50,15,500,75,240,575,10,0,11
226259,112394,0,0,105,5/20/2016,5/21/2016,161,69882,Superhero action jacket (Blue) 3XL,Each,9,34,15,306,45.9,90,351.9,9,0,11
226260,112394,0,0,8,5/20/2016,5/21/2016,161,69882,Large  replacement blades 18mm,Each,50,4.3,15,215,32.25,112.5,247.25,50,0,11
198830,107623,0,0,205,1/1/2016,1/2/2016,158,61332,USB food flash drive - dessert 10 drive variety pack,Packet,9,240,15,2160,324,1363.5,2484,9,0,11
199057,108881,0,0,205,1/2/2016,1/3/2016,161,61398,USB food flash drive - dessert 10 drive variety pack,Packet,4,240,15,960,144,606,1104,4,0,11
201081,108294,0,0,205,1/12/2016,1/13/2016,150,62032,USB food flash drive - dessert 10 drive variety pack,Packet,7,240,15,1680,252,1060.5,1932,7,0,11
202240,113033,0,0,212,1/18/2016,1/19/2016,155,62384,USB food flash drive - dim sum 10 drive variety pack,Packet,6,240,15,1440,216,909,1656,6,0,11
203014,112081,0,0,205,1/21/2016,1/22/2016,163,62628,USB food flash drive - dessert 10 drive variety pack,Packet,5,240,15,1200,180,757.5,1380,5,0,11
207178,113033,0,0,205,2/16/2016,2/17/2016,152,63951,USB food flash drive - dessert 10 drive variety pack,Packet,1,240,15,240,36,151.5,276,1,0,11
220048,112063,0,0,212,4/21/2016,4/22/2016,152,67987,USB food flash drive - dim sum 10 drive variety pack,Packet,1,240,15,240,36,151.5,276,1,0,11
221260,72646,0,0,212,4/28/2016,4/29/2016,172,68368,USB food flash drive - dim sum 10 drive variety pack,Packet,9,240,15,2160,324,1363.5,2484,9,0,11
224005,72894,0,0,205,5/11/2016,5/12/2016,19,69205,USB food flash drive - dessert 10 drive variety pack,Packet,7,240,15,1680,252,1060.5,1932,7,0,11
225394,112394,0,0,212,5/18/2016,5/19/2016,174,69627,USB food flash drive - dim sum 10 drive variety pack,Packet,2,240,15,480,72,303,552,2,0,11
203092,109634,0,0,68,1/21/2016,1/22/2016,19,62651,Pack of 12 action figures (female),Packet,7,16,15,112,16.8,73.5,128.8,7,0,11
203479,72646,0,0,69,1/25/2016,1/26/2016,150,62779,Pack of 12 action figures (male),Packet,10,16,15,160,24,105,184,10,0,11
210542,108294,0,0,69,3/2/2016,3/3/2016,19,65016,Pack of 12 action figures (male),Packet,5,16,15,80,12,52.5,92,5,0,11
212018,112063,0,0,70,3/11/2016,3/12/2016,165,65485,Pack of 12 action figures (variety),Packet,6,16,15,96,14.4,63,110.4,6,0,11
213012,112081,0,0,70,3/18/2016,3/19/2016,155,65802,Pack of 12 action figures (variety),Packet,8,16,15,128,19.2,84,147.2,8,0,11
214236,72610,0,0,69,3/23/2016,3/24/2016,165,66161,Pack of 12 action figures (male),Packet,3,16,15,48,7.2,31.5,55.2,3,0,11
215499,72125,0,0,70,3/30/2016,3/31/2016,165,66556,Pack of 12 action figures (variety),Packet,1,16,15,16,2.4,10.5,18.4,1,0,11
215986,107623,0,0,68,3/31/2016,4/1/2016,170,66704,Pack of 12 action figures (female),Packet,2,16,15,32,4.8,21,36.8,2,0,11
217276,112081,0,0,70,4/8/2016,4/9/2016,152,67112,Pack of 12 action figures (variety),Packet,7,16,15,112,16.8,73.5,128.8,7,0,11
218669,107607,0,0,69,4/15/2016,4/16/2016,172,67551,Pack of 12 action figures (male),Packet,4,16,15,64,9.6,42,73.6,4,0,11
222718,108294,0,0,68,5/5/2016,5/6/2016,168,68811,Pack of 12 action figures (female),Packet,1,16,15,16,2.4,10.5,18.4,1,0,11
224414,112381,0,0,69,5/12/2016,5/13/2016,165,69334,Pack of 12 action figures (male),Packet,8,16,15,128,19.2,84,147.2,8,0,11
224861,108881,0,0,70,5/14/2016,5/15/2016,174,69463,Pack of 12 action figures (variety),Packet,2,16,15,32,4.8,21,36.8,2,0,11
227786,72610,0,0,69,5/30/2016,5/31/2016,168,70369,Pack of 12 action figures (male),Packet,10,16,15,160,24,105,184,10,0,11
227842,111993,0,0,68,5/30/2016,5/31/2016,165,70385,Pack of 12 action figures (female),Packet,8,16,15,128,19.2,84,147.2,8,0,11
199995,108770,0,0,82,1/6/2016,1/7/2016,19,61693,Furry animal socks (Pink) S,Pair,96,5,15,480,72,336,552,96,0,11
200516,111993,0,0,80,1/8/2016,1/9/2016,150,61855,Furry animal socks (Pink) L,Pair,60,5,15,300,45,210,345,60,0,11
202963,112063,0,0,82,1/21/2016,1/22/2016,143,62613,Furry animal socks (Pink) S,Pair,36,5,15,180,27,126,207,36,0,11
204099,66176,0,0,80,1/27/2016,1/28/2016,163,62974,Furry animal socks (Pink) L,Pair,48,5,15,240,36,168,276,48,0,11
205396,108770,0,0,79,2/4/2016,2/5/2016,152,63373,Furry animal socks (Pink) XL,Pair,84,5,15,420,63,294,483,84,0,11
213250,112167,0,0,80,3/21/2016,3/22/2016,19,65872,Furry animal socks (Pink) L,Pair,48,5,15,240,36,168,276,48,0,11
214269,111993,0,0,79,3/23/2016,3/24/2016,152,66171,Furry animal socks (Pink) XL,Pair,108,5,15,540,81,378,621,108,0,11
221448,111992,0,0,81,4/28/2016,4/29/2016,172,68426,Furry animal socks (Pink) M,Pair,12,5,15,60,9,42,69,12,0,11
225325,108294,0,0,79,5/17/2016,5/18/2016,174,69601,Furry animal socks (Pink) XL,Pair,72,5,15,360,54,252,414,72,0,11
225370,112330,0,0,82,5/18/2016,5/19/2016,165,69618,Furry animal socks (Pink) S,Pair,96,5,15,480,72,336,552,96,0,11
226041,72610,0,0,82,5/20/2016,5/21/2016,161,69820,Furry animal socks (Pink) S,Pair,48,5,15,240,36,168,276,48,0,11
202949,107753,44,1,69,1/21/2016,1/22/2016,150,62609,Pack of 12 action figures (male),Packet,7,16,15,112,16.8,73.5,128.8,7,0,11
208028,110491,98,1,69,2/20/2016,2/21/2016,163,64216,Pack of 12 action figures (male),Packet,4,16,15,64,9.6,42,73.6,4,0,11
209165,112863,52,1,69,2/26/2016,2/27/2016,143,64588,Pack of 12 action figures (male),Packet,9,16,15,144,21.6,94.5,165.6,9,0,11
214292,108919,272,202,69,3/23/2016,3/24/2016,168,66179,Pack of 12 action figures (male),Packet,8,16,15,128,19.2,84,147.2,8,0,11
214648,66011,180,1,69,3/25/2016,3/26/2016,161,66287,Pack of 12 action figures (male),Packet,8,16,15,128,19.2,84,147.2,8,0,11
217697,108678,201,1,69,4/11/2016,4/12/2016,165,67243,Pack of 12 action figures (male),Packet,4,16,15,64,9.6,42,73.6,4,0,11
218955,110600,107,1,69,4/16/2016,4/17/2016,171,67640,Pack of 12 action figures (male),Packet,2,16,15,32,4.8,21,36.8,2,0,11
218973,108743,48,1,69,4/16/2016,4/17/2016,161,67647,Pack of 12 action figures (male),Packet,1,16,15,16,2.4,10.5,18.4,1,0,11
224054,108636,56,1,69,5/11/2016,5/12/2016,161,69222,Pack of 12 action figures (male),Packet,9,16,15,144,21.6,94.5,165.6,9,0,11
199803,108919,272,202,70,1/6/2016,1/7/2016,19,61636,Pack of 12 action figures (variety),Packet,6,16,15,96,14.4,63,110.4,6,0,11
202448,40704,399,202,70,1/18/2016,1/19/2016,143,62448,Pack of 12 action figures (variety),Packet,4,16,15,64,9.6,42,73.6,4,0,11
206224,72803,131,1,70,2/10/2016,2/11/2016,151,63646,Pack of 12 action figures (variety),Packet,7,16,15,112,16.8,73.5,128.8,7,0,11
207189,107539,256,202,70,2/16/2016,2/17/2016,158,63954,Pack of 12 action figures (variety),Packet,8,16,15,128,19.2,84,147.2,8,0,11
208192,107878,20,1,70,2/22/2016,2/23/2016,161,64271,Pack of 12 action figures (variety),Packet,10,16,15,160,24,105,184,10,0,11
209496,107878,20,1,70,2/26/2016,2/27/2016,143,64685,Pack of 12 action figures (variety),Packet,7,16,15,112,16.8,73.5,128.8,7,0,11
209694,115719,364,202,70,2/29/2016,3/1/2016,143,64749,Pack of 12 action figures (variety),Packet,6,16,15,96,14.4,63,110.4,6,0,11
209712,112304,31,1,70,2/29/2016,3/1/2016,165,64754,Pack of 12 action figures (variety),Packet,3,16,15,48,7.2,31.5,55.2,3,0,11
211476,110549,274,202,70,3/8/2016,3/9/2016,161,65312,Pack of 12 action figures (variety),Packet,4,16,15,64,9.6,42,73.6,4,0,11
215715,115690,37,1,70,3/31/2016,4/1/2016,168,66621,Pack of 12 action figures (variety),Packet,7,16,15,112,16.8,73.5,128.8,7,0,11
216270,108171,186,1,70,4/4/2016,4/5/2016,158,66794,Pack of 12 action figures (variety),Packet,4,16,15,64,9.6,42,73.6,4,0,11
219155,109688,210,202,70,4/18/2016,4/19/2016,158,67704,Pack of 12 action figures (variety),Packet,9,16,15,144,21.6,94.5,165.6,9,0,11
221951,66011,180,1,70,5/2/2016,5/3/2016,165,68581,Pack of 12 action figures (variety),Packet,8,16,15,128,19.2,84,147.2,8,0,11
227020,72743,398,202,70,5/26/2016,5/27/2016,168,70129,Pack of 12 action figures (variety),Packet,3,16,15,48,7.2,31.5,55.2,3,0,11
227653,110541,102,1,70,5/28/2016,5/29/2016,170,70323,Pack of 12 action figures (variety),Packet,8,16,15,128,19.2,84,147.2,8,0,11
199406,115690,37,1,68,1/4/2016,1/5/2016,143,61504,Pack of 12 action figures (female),Packet,2,16,15,32,4.8,21,36.8,2,0,11
202320,112931,384,202,68,1/18/2016,1/19/2016,163,62410,Pack of 12 action figures (female),Packet,4,16,15,64,9.6,42,73.6,4,0,11
202353,112863,52,1,68,1/18/2016,1/19/2016,129,62419,Pack of 12 action figures (female),Packet,1,16,15,16,2.4,10.5,18.4,1,0,11
204379,66109,163,1,68,1/28/2016,1/29/2016,150,63059,Pack of 12 action figures (female),Packet,3,16,15,48,7.2,31.5,55.2,3,0,11
208803,112304,31,1,68,2/24/2016,2/25/2016,155,64463,Pack of 12 action figures (female),Packet,10,16,15,160,24,105,184,10,0,11
212444,107539,256,202,68,3/15/2016,3/16/2016,165,65615,Pack of 12 action figures (female),Packet,2,16,15,32,4.8,21,36.8,2,0,11
216490,110549,274,202,68,4/4/2016,4/5/2016,170,66862,Pack of 12 action figures (female),Packet,8,16,15,128,19.2,84,147.2,8,0,11
218716,108118,375,202,68,4/15/2016,4/16/2016,158,67567,Pack of 12 action figures (female),Packet,5,16,15,80,12,52.5,92,5,0,11
222945,112823,221,202,68,5/5/2016,5/6/2016,19,68875,Pack of 12 action figures (female),Packet,6,16,15,96,14.4,63,110.4,6,0,11
201118,108290,281,202,212,1/12/2016,1/13/2016,19,62041,USB food flash drive - dim sum 10 drive variety pack,Packet,10,24,15,240,36,-645,276,10,0,11
204043,112863,52,1,212,1/27/2016,1/28/2016,19,62960,USB food flash drive - dim sum 10 drive variety pack,Packet,8,240,15,1920,288,1212,2208,8,0,11
204472,110541,102,1,212,1/29/2016,1/30/2016,19,63089,USB food flash drive - dim sum 10 drive variety pack,Packet,3,240,15,720,108,454.5,828,3,0,11
205045,72760,23,1,212,2/2/2016,2/3/2016,155,63264,USB food flash drive - dim sum 10 drive variety pack,Packet,1,240,15,240,36,151.5,276,1,0,11
206977,108864,297,202,212,2/15/2016,2/16/2016,165,63892,USB food flash drive - dim sum 10 drive variety pack,Packet,8,24,15,192,28.8,-516,220.8,8,0,11
207864,108743,48,1,212,2/19/2016,2/20/2016,163,64168,USB food flash drive - dim sum 10 drive variety pack,Packet,8,240,15,1920,288,1212,2208,8,0,11
210915,72782,142,1,212,3/4/2016,3/5/2016,163,65133,USB food flash drive - dim sum 10 drive variety pack,Packet,4,240,15,960,144,606,1104,4,0,11
211016,108864,297,202,212,3/5/2016,3/6/2016,158,65166,USB food flash drive - dim sum 10 drive variety pack,Packet,5,24,15,120,18,-322.5,138,5,0,11
